Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.0007498125468632841
NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,tbd,,989 Sports,E,North-America,0.46666666666666673,0.00012160913203508827
Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,,,tbd,,Square Enix,T,North-America,0.8666666666666667,0.00015602409011951444
Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15,,,tbd,,City Interactive,E,North-America,0.8666666666666667,0.00018662983837855994
We Sing UK Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,,,tbd,,Le Cortex,T,Europe,0.8666666666666667,0.00016821046493372508
Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,,,tbd,,SNK Playmore,T,North-America,0.46666666666666673,0.00012160913203508827
Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,64.0,47.0,8.9,9.0,Square Enix,T,North-America,0.46666666666666673,0.00012160913203508827
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,,,tbd,,The Game Factory,E,North-America,0.9333333333333335,0.00018662983837855994
LEGO The Hobbit,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.03,0.15,,,2.5,13.0,TT Games,E10+,Europe,0.6,0.0027870680044593085
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,,North-America,0.9333333333333335,0.00016821046493372508
Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,78.0,26.0,8,84.0,Alfa System,T,Japan,1.0,0.0027870680044593085
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.15,,,,,,,North-America,0.6666666666666667,0.000581575682382134
F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,EA Sports,E,North-America,0.46666666666666673,0.00012160913203508827
Darksiders,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.8,603.0,Vigil Games,M,North-America,0.46666666666666673,0.0005854572421060849
J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.004465614766299493
Top Gun: Combat Zones,GC,2002.0,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,59.0,10.0,7.1,7.0,Titus Software,E,North-America,0.8,0.0007608805924723547
Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,,,,,,,Europe,0.9333333333333335,0.00018662983837855994
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.15,,,,,,,North-America,0.7333333333333334,0.0004908055755513382
Pro Baseball Spirits 2015,PS3,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00016109112387907427
NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,,,7.6,7.0,EA Canada,E10+,North-America,0.46666666666666673,0.00012160913203508827
History Civil War: Secret Missions,PS2,2008.0,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,,,,,,,North-America,0.46666666666666673,0.00012160913203508827
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,North-America,0.8,0.00016109112387907427
Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,,,,,,,North-America,0.8,0.0006874112093854544
Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.0006874112093854544
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,,,,,,,Japan,0.6,0.0006874112093854544
Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,,,,,,,North-America,0.8,0.0006874112093854544
All-Star Baseball 2003,GC,2002.0,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,16.0,8,6.0,Acclaim,E,North-America,0.8,0.0007608805924723547
Burger Island,Wii,2009.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,tbd,,eGames,E,North-America,0.9333333333333335,0.00016821046493372508
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,,,,,,,North-America,0.9333333333333335,0.00016821046493372508
T'ai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Rocky,XB,2002.0,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,Rage Software,T,North-America,0.7333333333333334,0.0005950255861002022
Ford Racing 2,XB,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,62.0,11.0,tbd,,Razorworks Studios,E,North-America,0.7333333333333334,0.0005950255861002022
Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,,,,,,,North-America,0.9333333333333335,0.00018662983837855994
Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,,,tbd,,Harmonix Music Systems,T,North-America,0.9333333333333335,0.00015602409011951444
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,THQ Australia,E10+,North-America,0.46666666666666673,0.00016109112387907427
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,Taito Corporation,E,North-America,0.8,0.00018662983837855994
Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.0007498125468632841
Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8,9.0,Red Fly Studio,T,North-America,0.6666666666666667,0.00016821046493372508
Petz: Dogz Talent Show,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,,,tbd,,Ubisoft Nagoya,E,North-America,0.9333333333333335,0.00018662983837855994
BloodRayne 2,XB,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,Terminal Reality,M,North-America,0.7333333333333334,0.0005950255861002022
Jaws Unleashed,XB,2006.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,Appaloosa Interactive,M,North-America,0.7333333333333334,0.0005950255861002022
Pro Yaky? Spirits 6,PS3,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00016109112387907427
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,52.0,12.0,6.4,5.0,Pipe Dream Interactive,T,North-America,0.46666666666666673,0.00012160913203508827
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,Hypnos,T,North-America,0.8,0.0007608805924723547
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,,,,,,,Europe,0.5333333333333333,0.0005854572421060849
Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,,Europe,0.33333333333333337,0.00047735734971199437
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,40.0,12.0,tbd,,Interchannel,E,North-America,0.9333333333333335,0.00018662983837855994
Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,77.0,6.0,tbd,,Software Creations,E,North-America,0.7333333333333334,0.0004908055755513382
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Visual Concepts,E,North-America,0.9333333333333335,0.00016821046493372508
Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,THQ,0.11,0.03,0.0,0.01,0.15,,,,,,,North-America,0.7333333333333334,0.0005950255861002022
Winning Post 4,PS,1999.0,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,,,,,,,Japan,0.9333333333333335,0.00020621107765909184
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,,Europe,0.46666666666666673,0.000581575682382134
187: Ride or Die,PS2,2005.0,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,52.0,33.0,6.8,12.0,Ubisoft,M,North-America,0.46666666666666673,0.00012160913203508827
Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.09,0.05,0.0,0.01,0.15,,,,,,,North-America,0.6,0.0009407927747114902
Curious George,GC,2006.0,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,,,,,,,North-America,0.7333333333333334,0.0007608805924723547
Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,20.0,7.2,171.0,Gearbox Software,T,North-America,0.6666666666666667,0.0009407927747114902
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,66.0,43.0,8.5,23.0,n-Space,M,North-America,0.7333333333333334,0.0007608805924723547
The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,North-America,0.46666666666666673,0.00047735734971199437
Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,0.0,0.04,0.1,0.01,0.15,60.0,5.0,7,8.0,Bandai Namco Games,T,Japan,0.6666666666666667,0.0027870680044593085
The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.01,0.15,54.0,6.0,tbd,,Helixe,E10+,North-America,0.8666666666666667,0.00018662983837855994
Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,,,,,,,North-America,0.5333333333333333,0.00016109112387907427
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,83.0,17.0,7.8,10.0,Crawfish Interactive,T,North-America,0.7333333333333334,0.0004908055755513382
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.004465614766299493
Super Street Fighter II,GEN,1993.0,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.005289139633286318
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,74.0,33.0,8.2,307.0,Daedalic Entertainment,,Europe,0.8666666666666667,0.0005854572421060849
Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,8,60.0,"Genki, Kojima Productions",T,Japan,1.0,0.00016109112387907427
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00012160913203508827
Ridge Racer DS,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,63.0,35.0,6.7,7.0,Namco,E,North-America,0.9333333333333335,0.00018662983837855994
High Velocity Bowling,PS3,2010.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,66.0,14.0,8.1,23.0,SCEA,E10+,North-America,0.8666666666666667,0.00016109112387907427
LEGO Harry Potter Collection,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,73.0,16.0,8.1,7.0,Warner Bros. Interactive Entertainment,E10+,Europe,0.7333333333333334,0.00047735734971199437
The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15,,,tbd,,Activision,E,North-America,0.8666666666666667,0.00018662983837855994
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,,,,,,,Japan,0.9333333333333335,0.00020621107765909184
Brain Boost: Beta Wave,DS,2005.0,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,39.0,12.0,2.5,4.0,Interchannel,E,North-America,0.9333333333333335,0.00018662983837855994
Power Pro Kun Pocket 9,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00018662983837855994
Shenmue II,DC,2001.0,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,88.0,9.0,9.4,201.0,Sega AM2,T,Japan,1.0,0.00939261114589856
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,From Software,T,Japan,0.46666666666666673,0.00015602409011951444
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.000581575682382134
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,,,6.5,4.0,2K Sports,E,North-America,0.46666666666666673,0.00012160913203508827
Capcom Classics Collection,XB,2005.0,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,81.0,23.0,tbd,,Digital Eclipse,T,North-America,0.7333333333333334,0.0005950255861002022
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35.0,15.0,5,23.0,Black Ops Entertainment,M,North-America,0.46666666666666673,0.00012160913203508827
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,84.0,30.0,9.1,14.0,Radical Entertainment,T,North-America,0.7333333333333334,0.0007608805924723547
Candace Kane's Candy Factory,Wii,2008.0,Action,Destineer,0.14,0.0,0.0,0.01,0.15,,,tbd,,Destineer,E,North-America,0.9333333333333335,0.00016821046493372508
Prince of Persia: The Two Thrones,GC,2005.0,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,84.0,34.0,8.1,22.0,Ubisoft,M,North-America,0.7333333333333334,0.0007608805924723547
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,Ubisoft Romania,T,North-America,0.6666666666666667,0.00016109112387907427
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.000517616204837986
Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,65.0,16.0,tbd,,Blitz Games,E,North-America,0.7333333333333334,0.0005950255861002022
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,tbd,,Terminal Reality,T,North-America,0.8666666666666667,0.000517616204837986
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,,,,,,,North-America,0.7333333333333334,0.0005950255861002022
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,4.0,7.8,71.0,Falcom,T,Japan,0.7333333333333334,0.00016109112387907427
Sam & Max: Season One,Wii,2008.0,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,,,,,,,North-America,0.8666666666666667,0.00016821046493372508
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.14,0.0,0.0,0.01,0.15,,,tbd,,HB Studios Multimedia,E,North-America,0.9333333333333335,0.00016821046493372508
Batman Begins,GC,2005.0,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,66.0,38.0,7.2,10.0,Eurocom Entertainment Software,T,North-America,0.7333333333333334,0.0007608805924723547
Yakuza: Ishin,PS4,2014.0,Action,Sega,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00047735734971199437
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,67.0,9.0,tbd,,Her Interactive,E,North-America,0.9333333333333335,0.00016821046493372508
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.01,0.15,76.0,8.0,8.7,9.0,Traveller's Tales,E,North-America,0.5333333333333333,0.00020621107765909184
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,65.0,4.0,7,10.0,Ubisoft Shanghai,E,North-America,0.5333333333333333,0.00020621107765909184
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,,,,,,,Japan,0.9333333333333335,0.00020621107765909184
Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,80.0,25.0,8.3,57.0,Falcom,T,North-America,0.6,0.000517616204837986
Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,Traveller's Tales,E,North-America,0.7333333333333334,0.0005950255861002022
We Dance,Wii,2011.0,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,,,tbd,,Nordic Games Publishing,,Europe,0.8666666666666667,0.00016821046493372508
Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,,,tbd,,7 Studios,E,North-America,0.9333333333333335,0.00018662983837855994
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00012160913203508827
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.000581575682382134
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,,,,,,,North-America,1.0,0.00018662983837855994
SpongeBob's Truth or Square,DS,2009.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,,,tbd,,"THQ, Altron",E,North-America,0.46666666666666673,0.00018662983837855994
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00018662983837855994
Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,EA Tiburon,E10+,North-America,0.7333333333333334,0.0005950255861002022
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,,,,,,,Japan,0.9333333333333335,0.0004908055755513382
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,19.0,7.2,12.0,Netherock Ltd.,T,North-America,0.7333333333333334,0.0004908055755513382
Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.02,0.12,0.0,0.01,0.15,,,,,,,Europe,0.8,0.00016821046493372508
Blazing Dragons,PS,1996.0,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8,11.0,TT Games,E10+,Europe,0.46666666666666673,0.0018257059396299903
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,,,tbd,,Behaviour Interactive,E,North-America,0.8666666666666667,0.00018662983837855994
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,68.0,18.0,6,4.0,Media Vision,E,North-America,0.8666666666666667,0.00018662983837855994
Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,,,,,North-America,0.9333333333333335,0.00016821046493372508
Super Monkey Ball Deluxe,XB,2005.0,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,Sega,E,North-America,0.7333333333333334,0.0005950255861002022
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,,,,,,,Japan,0.9333333333333335,0.00020621107765909184
Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00018662983837855994
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,,,tbd,,Activision,T,North-America,0.9333333333333335,0.00016821046493372508
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M,North-America,0.5333333333333333,0.00015602409011951444
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,,,tbd,,Electronic Arts,E,North-America,0.9333333333333335,0.00016821046493372508
SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.15,,,tbd,,Firebrand Games,E,North-America,0.8666666666666667,0.00018662983837855994
Tamagotchi Collection,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00018662983837855994
Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,Sandlot,M,North-America,0.4,0.00015602409011951444
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,Take-Two Interactive,E10+,North-America,0.7333333333333334,0.00015602409011951444
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,,,,,,,Japan,0.6,0.000517616204837986
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.09,0.04,0.0,0.01,0.15,,,tbd,,Electronic Arts,T,North-America,0.6,0.00016821046493372508
Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,,,,,,,North-America,0.6666666666666667,0.0004908055755513382
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,59.0,15.0,5.4,17.0,Red Storm Entertainment,M,North-America,0.7333333333333334,0.0007608805924723547
Pac-Man Party 3D,3DS,2011.0,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,43.0,11.0,5.4,11.0,Namco Bandai Games,E,North-America,0.6,0.000581575682382134
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,,North-America,0.5333333333333333,0.00020621107765909184
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,74.0,27.0,7.9,25.0,Capcom,T,North-America,0.8666666666666667,0.000517616204837986
WWE '13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6,9.0,THQ,T,North-America,0.7333333333333334,0.00016821046493372508
Mad Dash Racing,XB,2001.0,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,Crystal Dynamics,T,North-America,0.7333333333333334,0.0005950255861002022
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,tbd,,Now Production,E10+,North-America,0.7333333333333334,0.00015602409011951444
Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.3,65.0,UBlart Montpellier,E10+,Europe,0.5333333333333333,0.000581575682382134
Summon Night 5,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,74.0,7.0,8.3,6.0,Felistella,T,Japan,1.0,0.000517616204837986
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,,,,,,,North-America,0.46666666666666673,0.00012160913203508827
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,66.0,19.0,7.2,39.0,"Image Epoch, Imageepoch",T,Japan,1.0,0.000517616204837986
BMX XXX,PS2,2002.0,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,14.0,4.6,17.0,"Z-Axis, Ltd.",M,North-America,0.46666666666666673,0.00012160913203508827
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.004465614766299493
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,Sega,0.1,0.04,0.0,0.0,0.15,,,,,,,North-America,0.6666666666666667,0.0004908055755513382
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,83.0,31.0,9.6,16.0,KCEJ,E,North-America,0.6666666666666667,0.0004908055755513382
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,,Japan,1.0,0.00016821046493372508
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,Arc System Works,T,North-America,0.7333333333333334,0.0005950255861002022
