Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
Pro Yaky? Spirits 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.000214788165172
Cabela's North American Adventures,Wii,2010.0,Sports,Activision,0.19,0.0,0.0,0.01,0.2,,,tbd,,FUN Labs,T,North-America,0.95,0.0002242806199116
Wizards of Waverly Place: Spellbound,DS,2010.0,Misc,Disney Interactive Studios,0.16,0.03,0.0,0.01,0.2,,,tbd,,Disney Interactive Studios,E,North-America,0.7999999999999999,0.0002488397845047
Dying Light,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M,North-America,0.6,0.0007806096561414
Cabela's Big Game Hunter (2008),PS2,2007.0,Sports,Activision Value,0.1,0.08,0.0,0.03,0.2,,,tbd,,Activision,T,North-America,0.5,0.0001621455093801
The Cheetah Girls: Passport to Stardom,DS,2008.0,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,,,tbd,,Handheld Games,E,North-America,0.8999999999999999,0.0002488397845047
Grandia II,DC,2000.0,Role-Playing,Ubisoft,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,Game Arts,T,Japan,1.0,0.0125234815278647
Namco Museum Vol.4,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,,,,,,,Japan,0.7999999999999999,0.0002749481035454
Ridge Racer 6,X360,2005.0,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0,Namco,E,North-America,0.5,0.0002080321201593
Shark Tale,XB,2004.0,Action,Activision,0.15,0.04,0.0,0.01,0.2,67.0,28.0,tbd,,Edge of Reality,E,North-America,0.7499999999999999,0.0007933674481336
NFL Street 2,GC,2004.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,77.0,24.0,tbd,,EA Tiburon,E,North-America,0.7499999999999999,0.0010145074566298
Pro Yaky? Spirits 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0006901549397839
My Secret World by Imagine,DS,2008.0,Misc,Ubisoft,0.0,0.2,0.0,0.0,0.2,,,8.8,5.0,Ubisoft,E,Europe,1.0,0.0002488397845047
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7,10.0,KCE Studios,E10+,North-America,0.5,0.0001621455093801
Zone of the Enders HD Collection,X360,2012.0,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,High Voltage Software,M,North-America,0.7000000000000001,0.0002080321201593
Record of Agarest War,X360,2008.0,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,71.0,7.0,7,35.0,Compile Heart,T,North-America,0.8999999999999999,0.0002080321201593
Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8,22.0,LucasArts,T,North-America,0.5,0.0001621455093801
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7,24.0,Vicious Cycle,T,Japan,0.3999999999999999,0.000214788165172
Dave Mirra Freestyle BMX 2,XB,2001.0,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T,North-America,0.7499999999999999,0.0007933674481336
Pro Yaky? Spirits 2012,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0006901549397839
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,Platform,THQ,0.15,0.04,0.0,0.01,0.2,66.0,4.0,8.3,10.0,Big Sky Software,E,North-America,0.7499999999999999,0.0010145074566298
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004.0,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0001621455093801
Taiko Drum Master,PS2,2004.0,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77.0,35.0,8.1,8.0,Namco,E,North-America,0.5,0.0001621455093801
Bust-A-Move 2 Arcade Edition,PS,1995.0,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,,,,,,,North-America,0.5499999999999999,0.0002749481035454
Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,tbd,,Radical Entertainment,E,North-America,0.7499999999999999,0.0007933674481336
Total War: Shogun 2 - Fall of the Samurai,PC,2012.0,Strategy,Sega,0.07,0.1,0.0,0.02,0.2,,,,,,,Europe,0.5,0.0007806096561414
Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T,Europe,0.4499999999999999,0.0037160906726124
Forgotten Realms: Demon Stone,PS2,2004.0,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,Stormfront Studios,T,North-America,0.5,0.0001621455093801
Super Baseball Simulator 1.000,SNES,1991.0,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0009997500624843
Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,M,North-America,0.8999999999999999,0.0002080321201593
Afro Samurai,PS3,2009.0,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M,North-America,0.6,0.000214788165172
Looney Tunes: Space Race,PS2,2002.0,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62.0,14.0,tbd,,Tantalus Interactive,E,North-America,0.5,0.0001621455093801
Puzzle Challenge: Crosswords and More!,PSP,2006.0,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.2,,,,,,,North-America,0.8999999999999999,0.0006901549397839
Neighborhood Games,Wii,2009.0,Misc,THQ,0.17,0.02,0.0,0.01,0.2,49.0,6.0,tbd,,Jet Black Games,E,North-America,0.85,0.0002242806199116
Backyard Hockey,GBA,2003.0,Sports,Atari,0.14,0.05,0.0,0.0,0.2,,,tbd,,Mistic Software,E,North-America,0.7000000000000001,0.0006544074340684
The Amazing Spider-Man (Console Version),DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,0.2,,,,,,,North-America,0.7499999999999999,0.0002488397845047
Farming Simulator 2015,XOne,2015.0,Simulation,Koch Media,0.1,0.08,0.0,0.02,0.2,,,,,,,North-America,0.5,0.0012543903662819
Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,WayForward,M,North-America,0.5,0.0037160906726124
Playboy: The Mansion,PS2,2005.0,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0,Cyberlore Studios,M,North-America,0.5,0.0001621455093801
Jikkyou Powerful Pro Yakyuu 2010,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0006901549397839
Sid Meier's Pirates!,PSP,2007.0,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,,,,,,,North-America,0.7999999999999999,0.0006901549397839
Ore no Shikabane o Koete Yuke,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0006901549397839
Baja: Edge of Control,X360,2008.0,Racing,THQ,0.12,0.06,0.0,0.02,0.2,65.0,35.0,7.1,18.0,2XL Games,E,North-America,0.6,0.0002080321201593
Tiger Woods PGA Tour 06,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,80.0,15.0,7.9,8.0,Team Fusion,E,North-America,0.8999999999999999,0.0006901549397839
Shaman King: Spirit of Shamans,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2,,,,,,,Japan,0.8999999999999999,0.0002749481035454
Ratatouille,GBA,2007.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,65.0,4.0,tbd,,Helixe,E,North-America,0.7000000000000001,0.0006544074340684
Bleach: The 3rd Phantom,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59.0,28.0,8,10.0,"Sega, Tom Create",T,North-America,0.5,0.0002488397845047
The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,,North-America,0.7000000000000001,0.0006544074340684
MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,8.0,6.8,9.0,Mad Catz,E,North-America,0.7499999999999999,0.0010145074566298
The Thing,XB,2002.0,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,78.0,21.0,6.6,14.0,Computer Artworks,M,North-America,0.7499999999999999,0.0007933674481336
Tom and Jerry in House Trap,PS,2000.0,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2,,,,,,,North-America,0.5499999999999999,0.0002749481035454
Power Rangers: Time Force,GBA,2001.0,Action,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,,North-America,0.7000000000000001,0.0006544074340684
Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58.0,40.0,7.2,36.0,Sony Online Entertainment,T,North-America,0.7000000000000001,0.000214788165172
Jikkyou Powerful Pro Yakyuu 2011,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0006901549397839
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006.0,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0002488397845047
Plants vs. Zombies,PS3,2011.0,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,PopCap,E10+,North-America,0.8999999999999999,0.000214788165172
Baldur's Gate: Dark Alliance,XB,2002.0,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,83.0,25.0,8.3,26.0,Snowblind Studios,T,North-America,0.7499999999999999,0.0007933674481336
Prince of Persia: Warrior Within,GC,2004.0,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,M,North-America,0.7499999999999999,0.0010145074566298
Mahjongg Mysteries: Ancient Egypt,DS,2010.0,Puzzle,Avanquest,0.07,0.11,0.0,0.02,0.2,,,,,,,Europe,0.5499999999999999,0.0002488397845047
Aikatsu! Cinderella Lesson,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,Japan,1.0,0.0007754342431761
UFC: Tapout,XB,2002.0,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,,,,,,,North-America,0.7000000000000001,0.0007933674481336
Warriors Orochi,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,T,North-America,0.85,0.0002080321201593
Predator: Concrete Jungle,PS2,2005.0,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,Eurocom Entertainment Software,M,North-America,0.5,0.0001621455093801
Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.14,0.04,0.0,0.01,0.2,,,8,5.0,Activision,T,North-America,0.7000000000000001,0.0002242806199116
Arcana Heart 3,PS3,2011.0,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,Examu,T,Japan,0.5,0.000214788165172
X-Men Origins: Wolverine,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,Griptonite Games,E10+,North-America,0.7499999999999999,0.0002488397845047
Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51.0,26.0,2.1,9.0,Eutechnyx,M,North-America,0.5,0.0001621455093801
Armored Core 4,PS3,2006.0,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,65.0,36.0,6.8,25.0,From Software,T,North-America,0.4499999999999999,0.000214788165172
Shutter Island,PC,2009.0,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,,,tbd,,Merscom LLC,T,Europe,0.85,0.0007806096561414
Solatorobo: Red the Hunter,DS,2010.0,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,CyberConnect2,E10+,North-America,0.3999999999999999,0.0002488397845047
NHL FaceOff 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,57.0,11.0,4,4.0,989 Sports,E,North-America,0.5,0.0001621455093801
Mana Khemia 2: Fall of Alchemy,PS2,2008.0,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0,Gust,T,North-America,0.35,0.0001621455093801
The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8,21.0,Pivotal Games,T,North-America,0.5,0.0001621455093801
Just Dance 2: Extra Songs,Wii,2011.0,Misc,Ubisoft,0.0,0.17,0.0,0.03,0.2,,,,,,,Europe,0.85,0.0002242806199116
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,M,Europe,0.6,0.000214788165172
Dexter's Lab Chess Challenge,GBA,2002.0,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,,,,,,,North-America,0.7000000000000001,0.0006544074340684
CSI: Unsolved!,DS,2010.0,Adventure,Ubisoft,0.13,0.05,0.0,0.02,0.2,,,,,,,North-America,0.65,0.0002488397845047
Big Mutha Truckers,XB,2002.0,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,59.0,12.0,4.3,9.0,Eutechnyx,T,North-America,0.7894736842105263,0.0007536990757269
Way of the Samurai 4,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,M,Japan,0.8421052631578947,0.0002040487569134
ESA Foundation Compilation,PS2,2005.0,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,,,,,,,North-America,0.5263157894736842,0.0001540382339111
The Hobbit,GBA,2003.0,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,67.0,6.0,9.2,17.0,Saffire,E,North-America,0.736842105263158,0.000621687062365
The King of Fighters XI,PS2,2006.0,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.0,30.0,8.5,15.0,SNK Playmore,T,North-America,0.368421052631579,0.0001540382339111
Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19,58.0,37.0,7.5,39.0,Ubisoft,M,North-America,0.8947368421052632,0.0006556471927947
The Naked Brothers Band: The Video Game,DS,2008.0,Misc,THQ,0.18,0.0,0.0,0.01,0.19,,,,,,,North-America,0.9473684210526316,0.0002363977952795
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009.0,Adventure,City Interactive,0.07,0.1,0.0,0.02,0.19,57.0,7.0,tbd,,City Interactive,E,Europe,0.5263157894736842,0.0002363977952795
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996.0,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,,,,,,,Japan,0.9473684210526316,0.0002612006983681
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E,North-America,0.9473684210526316,0.0002040487569134
Family Guy,PSP,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,M,North-America,0.9473684210526316,0.0006556471927947
Sniper Elite,PS2,2005.0,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,21.0,8.9,36.0,Rebellion,M,North-America,0.5263157894736842,0.0001540382339111
Yoga Wii,Wii,2009.0,Sports,JoWood Productions,0.14,0.04,0.0,0.02,0.19,,,,,,,North-America,0.736842105263158,0.000213066588916
MLB 16: The Show,PS3,2016.0,Action,Sony Computer Entertainment,0.16,0.0,0.0,0.04,0.19,,,,,,,North-America,0.8421052631578947,0.0002040487569134
Harry Potter and the Goblet of Fire,PSP,2005.0,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,E10+,North-America,0.8947368421052632,0.0006556471927947
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005.0,Action,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0002363977952795
Parlor! Mini 4,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0009497625593601
Breath of Fire II,GBA,2001.0,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,81.0,16.0,8.8,16.0,Capcom,E,North-America,0.736842105263158,0.000621687062365
The Amazing Spider-Man (Console Version),3DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,0.19,,,,,,,North-America,0.7894736842105263,0.0007366625310173
Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0006556471927947
Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,,,tbd,,Black Lantern Studios,E10+,North-America,0.9473684210526316,0.0002363977952795
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,THQ,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,THQ,E,North-America,0.4210526315789473,0.0002040487569134
Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,9.0,tbd,,Vivendi Games,E10+,North-America,0.7894736842105263,0.0009637820837983
Conan,X360,2007.0,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,M,North-America,0.8421052631578947,0.0001976305141513
Steins;Gate,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0006556471927947
Dinotopia: The Timestone Pirates,GBA,2002.0,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,64.0,9.0,tbd,,RFX Interactive,E,North-America,0.736842105263158,0.000621687062365
Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0002363977952795
Petz Pony: Beauty Pageant,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,,,tbd,,HotGen,E,North-America,0.9473684210526316,0.0002363977952795
Rune Factory: Tides of Destiny,Wii,2011.0,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,,,7,11.0,Neverland,E10+,North-America,0.6842105263157895,0.000213066588916
J-League Jikkyou Winning Eleven 3,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,,,,,,,Japan,0.9473684210526316,0.0002612006983681
No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,M,North-America,0.5263157894736842,0.0002040487569134
Jissen Pachi-Slot Hisshouhou,SNES,1993.0,Misc,Sammy Corporation,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0009497625593601
Shin Megami Tensei IV: Final,3DS,2016.0,Role-Playing,Deep Silver,0.05,0.0,0.14,0.01,0.19,,,,,,,Japan,0.736842105263158,0.0007366625310173
Aliens vs Predator,PC,2010.0,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,Rebellion,M,Europe,0.8947368421052632,0.0007415791733343
Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T,North-America,0.5263157894736842,0.0002040487569134
Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,,,,,,,North-America,0.5263157894736842,0.0007366625310173
Manhunt,XB,2004.0,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,Rockstar North,M,North-America,0.736842105263158,0.0007536990757269
NCAA Final Four 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57.0,16.0,6,4.0,989 Sports,E,North-America,0.4736842105263157,0.0001540382339111
Dynasty Warriors: Gundam 2,X360,2008.0,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7,18.0,Omega Force,T,Japan,0.4210526315789473,0.0001976305141513
Dream Salon,DS,2009.0,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,,,tbd,,Zoo Games,E,North-America,0.9473684210526316,0.0002363977952795
Bound By Flame,PS4,2014.0,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,Spiders,M,Europe,0.4736842105263157,0.0006046526429685
We Wish You A Merry Christmas,Wii,2009.0,Action,Destineer,0.13,0.04,0.0,0.02,0.19,,,tbd,,Destineer,E,North-America,0.6842105263157895,0.000213066588916
Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01,0.19,71.0,22.0,8.4,16.0,Genki,E10+,North-America,0.8421052631578947,0.000213066588916
Rock Band Country Track Pack,PS3,2009.0,Misc,MTV Games,0.18,0.0,0.0,0.02,0.19,,,tbd,,Harmonix Music Systems,E10+,North-America,0.9473684210526316,0.0002040487569134
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,Capcom,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0007366625310173
J-League Excite Stage '96,SNES,1996.0,Sports,Epoch,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0009497625593601
Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.14,0.04,0.0,0.01,0.19,,,tbd,,Ubisoft,E10+,North-America,0.736842105263158,0.000213066588916
New Love Plus,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0007366625310173
DanceMasters,X360,2010.0,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,GCP1,E10+,North-America,0.7894736842105263,0.0001976305141513
Breath of Fire: Dragon Quarter,PS2,2002.0,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,78.0,28.0,6.9,35.0,Capcom,T,North-America,0.4736842105263157,0.0001540382339111
Jikkyou J-League Perfect Striker,N64,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0008707208652215
Super Robot Taisen: Scramble Commander,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0001540382339111
Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.19,71.0,21.0,7.6,5.0,ChunSoft,T,Japan,0.5789473684210527,0.000213066588916
Re-Volt,PS,1998.0,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,,,,,,,North-America,0.5789473684210527,0.0002612006983681
Kan Colle Kai,PSV,2016.0,Action,Kadokawa Games,0.0,0.0,0.19,0.0,0.19,,,,,,,Japan,1.0,0.0035302861389817
Descent,PS,1996.0,Shooter,Interplay,0.11,0.07,0.0,0.01,0.19,,,,,,,North-America,0.5789473684210527,0.0002612006983681
LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+,Europe,0.4736842105263157,0.0007366625310173
Just Dance 2016,PS3,2015.0,Misc,Ubisoft,0.1,0.06,0.0,0.03,0.19,,,4.2,6.0,Ubisoft,E10+,North-America,0.5263157894736842,0.0002040487569134
Spore Hero Arena,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0,Full Fat,E,North-America,0.9473684210526316,0.0002363977952795
Disney's Magical Mirror Starring Mickey Mouse,GC,2002.0,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,50.0,9.0,8.9,10.0,Capcom,E,North-America,0.7894736842105263,0.0009637820837983
Enchanted Arms,X360,2006.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0,From Software,T,North-America,0.8421052631578947,0.0001976305141513
Are You Smarter Than a 5th Grader? Back to School,Wii,2010.0,Misc,Nintendo,0.18,0.0,0.0,0.01,0.19,,,tbd,,THQ,E,North-America,0.9473684210526316,0.000213066588916
Conflict: Denied Ops,X360,2008.0,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,52.0,35.0,4.9,22.0,Pivotal Games,M,Europe,0.4736842105263157,0.0001976305141513
Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,M,Europe,0.5263157894736842,0.0007415791733343
The Rise of the Argonauts,PS3,2008.0,Role-Playing,Codemasters,0.05,0.11,0.0,0.03,0.19,,,,,,,Europe,0.5789473684210527,0.0002040487569134
Barbie Fashion Show: An Eye for Style,DS,2008.0,Misc,Activision,0.18,0.0,0.0,0.01,0.19,,,,,,,North-America,0.9473684210526316,0.0002363977952795
IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,,,tbd,,Bethesda Softworks,E,North-America,0.4736842105263157,0.0001540382339111
Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,62.0,19.0,8.3,7.0,Warthog,M,North-America,0.4736842105263157,0.0001540382339111
101-in-1 Explosive Megamix,DS,2008.0,Puzzle,Nordcurrent,0.05,0.12,0.0,0.02,0.19,46.0,13.0,tbd,,Nordcurrent,E,Europe,0.631578947368421,0.0002363977952795
Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,Crystal Dynamics,M,North-America,0.736842105263158,0.0007536990757269
Final Fantasy XI,X360,2006.0,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,Square Enix,T,North-America,0.8947368421052632,0.0001976305141513
Scene It? Twilight,DS,2010.0,Misc,Konami Digital Entertainment,0.11,0.06,0.0,0.02,0.19,,,tbd,,Konami,T,North-America,0.5789473684210527,0.0002363977952795
